"ID","TEXT","CREATED_AT","RETWEET_COUNT","FAVOURITE_COUNT","CATEGORY","SENTIMENT"
"1468006175409160193","b'12/7, 12/14, 12/21 \xe2\x80\x94 Garfield School FREE vaccination clinic. \n\n-Pfizer vaccine ONLY for children 5 -11 (not adults)\n-Moderna vaccine/booster available for 18+ ONLY\n\nRegistration in advance is highly encouraged. Please register here: https://t.co/2hCbvOS5i5 https://t.co/92QoJ1wWVo'","Mon Dec 06 23:55:21 +0000 2021","1","1","a","nu"
"1468006131322793984","b'moderna booster shot side effects got me good today all i\xe2\x80\x99ve done is sleep and order taco bell'","Mon Dec 06 23:55:10 +0000 2021","0","1","e","p"
"1468006101090279425","b'We will be hosting a COVID19 Booster Clinic on 12/29! Anyone  16+ who is eligible (6 months after second Moderna or Pfizer shot or 2 months after J&amp;J shot) may schedule an appt. Pfizer booster  to be given.\n\n\xe2\x98\x8e\xef\xb8\x8f 630-483-5665 to schedule (or ?s)\n\n\xf0\x9f\x93\x8d 240 S. IL Route 59, Bartlett https://t.co/RdAURm1LG2'","Mon Dec 06 23:55:03 +0000 2021","0","0","a","nu"
"1468006093980942340","b'\xe2\x80\x9cIt seems likely that the Omicron variant is going to make a dent in our vaccine\xe2\x80\x99s efficacy.\xe2\x80\x9d\n\n@Moderna_TX President Stephen Hoge said there is a risk that existing #Vaccines against #COVID19 may struggle in their effectiveness against the #OmicronVariant. https://t.co/VEmayRNGdh'","Mon Dec 06 23:55:01 +0000 2021","14","24","a","n"
"1468006065748860929","b'When it is not a real vaccine that is the real mis info crime. They all know these are just inoculations; flu shots, that is why they act like they do. The cases are higher now as they are giving everyone the flu again, easy to know what to make that way! https://t.co/ZuNvSfaGZi'","Mon Dec 06 23:54:54 +0000 2021","0","0","c","n"
"1468005915781734400","b'\xf0\x9f\x9a\xa8BREAKING REPORT: Males under 30 should no longer take Moderna injections due to myocarditis risk -  Canada's National Advisory Committee on Immunization'","Mon Dec 06 23:54:19 +0000 2021","120","213","a","nu"
"1468005760734949377","b'Moderna or Novavax after AstraZeneca jab confers high Covid immunity, study finds | Vaccines and\xc2\xa0immunisation https://t.co/HLZaqnm10h'","Mon Dec 06 23:53:42 +0000 2021","0","0","a","nu"
"1468005659807420416","b'I\'m guessing the moderna version of 'one and done' is 'three and free' https://t.co/iq4Th7NeI8'","Mon Dec 06 23:53:18 +0000 2021","0","23","o","n"
"1468005421004861444","b'Moderna Number Three is equally exhausting as the lifestyle described in Mambo Number Five'","Mon Dec 06 23:52:21 +0000 2021","0","4","e","n"
"1468005335663362050","b'It's easy to understand why the media made such an unfounded panic rush-to-announce Omicron!\n https://t.co/xqk01aAPEZ via @truthout'","Mon Dec 06 23:52:00 +0000 2021","0","1","c","n"
"1468005234416898048","b'.@POTUS @BorisJohnson @JustinTrudeau @RegSprecher @Palazzo_Chigi @EmmanuelMacron @JPN_PMO @pfizer @moderna_tx @BioNTech_Group @AstraZeneca: We can\xe2\x80\x99t vaccinate the \xf0\x9f\x8c\x8d unless countries and companies come clean on vaccine data. We need transparency now! https://t.co/qHl7N11Atu'","Mon Dec 06 23:51:36 +0000 2021","0","0","c","n"
"1468005000760762380","b'$NVAX Moderna or Novavax after AstraZeneca jab confers high Covid immunity, study finds | Vaccines and immunisation | The Guardian https://t.co/mbfr9QQflW'","Mon Dec 06 23:50:41 +0000 2021","1","1","a","nu"
"1468004442532417537","b'brb, figuring out how best to level my new Pfizer/Pfizer/Moderna build https://t.co/DVEopq9m5a'","Mon Dec 06 23:48:27 +0000 2021","0","17","o","n"
"1468004385603178504","b'HORROR: Nanocensor Found in Bioweapon Vaccine! Moderna Patent Reveals!  https://t.co/CkAyJPIM9p'","Mon Dec 06 23:48:14 +0000 2021","0","1","c","n"
"1468004278732087301","b'Mix the Pfizer with the moderna'","Mon Dec 06 23:47:48 +0000 2021","1","5","o","nu"
"1468004206384668673","b'$MRNA Moderna Option Order Flow Sentiment has Shifted from Bullish to Bearish. https://t.co/BPsoZhV6Qd'","Mon Dec 06 23:47:31 +0000 2021","0","0","o","n"
"1468004098373042177","b'\xf0\x9f\x9a\xa8BREAKING REPORT: Males under 30 should no longer take Moderna injections due to risk myocarditis -  Canada's National Advisory Committee on Immunization'","Mon Dec 06 23:47:05 +0000 2021","20","39","a","nu"
"1468004081654321155","b'Moderna or Novavax after AstraZeneca jab confers high Covid immunity, study finds \n#vaccine #vaccineequity #globalvaccinestrategy\nhttps://t.co/YDd1N0EC2f'","Mon Dec 06 23:47:01 +0000 2021","0","0","a","nu"
"1468004053708062720","b'\xd8\xaa\xd9\x88\xd9\x8a\xd8\xaa\xd8\xb1 \\ Andy Howells (ahowells10@) - Twitter\nhttps://t.co/WUuORHb5Mm \xe2\x80\xba ahowells10\n\nOmicron variant made \xe2\x82\xac9bn in a week for top Pfizer and Moderna shareholders, campaigners say ... ..'","Mon Dec 06 23:46:55 +0000 2021","0","1","c","n"
"1468003785406566408","b'.@POTUS @BorisJohnson @JustinTrudeau @RegSprecher @Palazzo_Chigi @EmmanuelMacron @JPN_PMO @pfizer @moderna_tx @BioNTech_Group @AstraZeneca: We can\xe2\x80\x99t vaccinate the \xf0\x9f\x8c\x8d unless countries and companies come clean on vaccine data. We need transparency now! https://t.co/wEoPiCFHNW'","Mon Dec 06 23:45:51 +0000 2021","0","0","p","n"
"1468003763973763072","b'How did my day go? Well, I got boosted yesterday (thanks Moderna!) and thought, 'oh, it won\'t be too bad, I\'ll probably have a couple hours of blah and be otherwise fine to do things on Monday.' https://t.co/Z3vaMkmt84'","Mon Dec 06 23:45:46 +0000 2021","0","0","e","nu"
"1468003655420825602","b'Lots of similarities between Moderna $mrna chart pattern before it broke out, and #BTC. This also fits into my theory that Wall st. will not raise the price on themselves until they establish mass positions.  \nThis will be ideal scenario for #alts as $btc would be \xe2\xac\x87\xef\xb8\x8f\xe2\xac\x87\xef\xb8\x8f https://t.co/x0aS2RaCBc'","Mon Dec 06 23:45:20 +0000 2021","1","9","p","n"
"1468003513422725126","b'Boosted. #Moderna again. No cocktail unfortunately. Feeling a bit guilty about it given global disparities. But travel is on the horizon again, so I better not be a carrier for anyone.'","Mon Dec 06 23:44:46 +0000 2021","0","2","e","nu"
"1468003355368820736","b'The urge to have a romantic date at the galleria d'arte moderna https://t.co/VEmnmu7aHF'","Mon Dec 06 23:44:08 +0000 2021","0","7","nc","nu"
"1468002870024974341","b'i got the moderna pfizer jungle juice cocktail flowing btw who wannsa taste'","Mon Dec 06 23:42:13 +0000 2021","1","12","e","nu"
"1468002841746821120","b'Mixing Pfizer, AstraZ COVID-19 shots with Moderna gives better immune response -UK study - Reuters https://t.co/2elAhMunOg'","Mon Dec 06 23:42:06 +0000 2021","2","2","a","nu"
"1468002823786745856","b'India Declines Pfizer and Moderna No Liability Requests.\nhttps://t.co/6BCY7acMU4'","Mon Dec 06 23:42:02 +0000 2021","3","3","p","n"
"1468002729335443460","b'Starting Tuesday and through December 30, ECDOH will offer Pfizer and Moderna COVID-19 vaccines at the additional sites. https://t.co/1nvQriWP24'","Mon Dec 06 23:41:39 +0000 2021","0","0","a","p"
"1468002589174161414","b'Are Bonnie &amp; Adrian screaming this from the rooftops?!? #Moderna #vaccinemandates #VaccineSideEffects #covidvariant #Canada https://t.co/4lzA6ggB9G'","Mon Dec 06 23:41:06 +0000 2021","1","1","o","nu"
"1468002518089170945","b''We call on Pfizer, Moderna, BioNTech and others to change course. You have made huge profits in the last year. We now have vaccine billionaires. You don\'t need to make any more money.'\n\n@oxfamnz @hrw @UNAIDS \n\nhttps://t.co/yXo1Up6U9X'","Mon Dec 06 23:40:49 +0000 2021","0","1","o","n"
"1468002457850576897","b'GUARDIAN/OBSERVER: Moderna or Novavax after AstraZeneca jab confers high Covid immunity, study finds https://t.co/nDT6eDKrRv or https://t.co/ktp56BpxUR https://t.co/zkhcTDuMAG'","Mon Dec 06 23:40:34 +0000 2021","0","0","a","nu"
"1468002391257661444","b'The United States Government, And Their Cabinets have Lied to America about so many Issues. The 2020 Election. The Effects of the Pfizer, Moderna &amp; Johnson Vaccine. The Pipeline, The Open Borders, The Russia Scandal, Afghanistan. They Cover for China! Russia! They are Traitors!! https://t.co/Kf9BYfttSk'","Mon Dec 06 23:40:18 +0000 2021","0","0","c","n"
"1468002324299743234","b'Moderna or Novavax after AstraZeneca jab confers high Covid immunity, study finds https://t.co/XeF6YKCSi1'","Mon Dec 06 23:40:02 +0000 2021","3","6","a","nu"
"1468002315512815618","b'Where other COVID-related #ML algorithms failed, Moderna focused first on structuring and preparing its data. \n\nAccording to our survey, 39% of a #DataScientists job is data wrangling and cleaning to ensure quality outputs. @TechRepublic @mjasay https://t.co/bZ5FhfRrc4'","Mon Dec 06 23:40:00 +0000 2021","9","11","a","nu"
"1468002192405807104","b'Ahahaha so accurate @TheYTRabbit \xf0\x9f\x98\x82\n\n@pfizer @moderna_tx @BioNTech_Group how have you guys been doing ? \xf0\x9f\x92\x89\xe2\x9d\x8c\n\n#cryptotrading is on its way to save all the #antivaxxers out there \xf0\x9f\x9a\x80\n\n\xf0\x9f\x92\x8e 0x7fc9baaad8b5fda308fb54995e1aaa6b88b91b4b https://t.co/esYI6aHtrt'","Mon Dec 06 23:39:31 +0000 2021","0","0","o","nu"
"1468001878969565187","b'Mixing Pfizer, AstraZ COVID-19 shots with Moderna gives better immune response -UK\xc2\xa0study https://t.co/d50CZLYMX4'","Mon Dec 06 23:38:16 +0000 2021","0","0","a","nu"
"1468001788888506370","b'At least we know there is no financial incentive behind what's going on with mandates.....  https://t.co/EWdA7oTQOX'","Mon Dec 06 23:37:55 +0000 2021","0","1","r","nu"
"1468001764016537603","b'Good morning, lets g moderna \xf0\x9f\xa4\xa3'","Mon Dec 06 23:37:49 +0000 2021","0","0","o","p"
"1468001664862937089","b'Moderna chief predicts existing vaccines will struggle with Omicron https://t.co/NmccBU9jER'","Mon Dec 06 23:37:25 +0000 2021","0","0","a","n"
"1468001614308855809","b'Any news or idea on if &amp; when the TGA is likely to approve Moderna for booster vaccinations? Am due at the end of the month for mine, I'd really like to have it.'","Mon Dec 06 23:37:13 +0000 2021","0","1","o","nu"
"1468001447090393092","b'https://t.co/dl1WTediml\n'Bill Gates is the principal investor in many of the new COVID vaccines, Kennedy adds, and Fauci has been championing a vaccine (Moderna) from which his agency and employees expect a lucrative outcome.''","Mon Dec 06 23:36:33 +0000 2021","2","1","a","nu"
"1468001324671258624","b'Vaccine Stocks Moderna, BioNTech Crumble; Why Omicron Might Not Sway Holdouts https://t.co/5ER1YbJ6YL'","Mon Dec 06 23:36:04 +0000 2021","0","0","a","nu"
"1468001130458370063","b'Mixing Pfizer, AstraZ COVID-19 shots with Moderna gives better immune response -UK study $AZN $MRNA $NVAX $PFE https://t.co/lfZSpKNs6L'","Mon Dec 06 23:35:18 +0000 2021","0","0","a","nu"
"1468001071876370432","b'Our @hawaiihomeproject is offering Moderna COVID-19 vaccines (initial or booster doses) on Friday, December 10 from 2:15-3:15 pm, in MEB314. By appointment only, please fill out the link: https://t.co/eZNfneQXSo Questions? Contact Dr. Jill Omori at jill.omori@hawaii.edu https://t.co/kBeckFaHNE'","Mon Dec 06 23:35:04 +0000 2021","2","6","a","nu"
"1468000988174991363","b''When is a new covid variant good news? When you\'re a pharma shareholder, obviously,' says @TimBierley @GlobalJusticeUK\n\nhttps://t.co/0TBTDYEhk0 via @commondreams'","Mon Dec 06 23:34:44 +0000 2021","0","0","c","n"
"1468000812769050630","b'RaskMediaComAu has published ' US stock markets rally ? Moderna tumbles, Alibaba surges ' on 7/12/2021 #Markets #China #Nasdaq \n\nhttps://t.co/Hg41e07MvV\n\nStay Up to Date on Company Announcements https://t.co/vtUfN5TZuw'","Mon Dec 06 23:34:02 +0000 2021","0","0","a","nu"
"1468000755881758726","b'FDA Adds Warning About Myocarditis, Pericarditis Heart Inflammation To Moderna, Pfizer Vaccines.\nhttps://t.co/i73JJ4G2WD'","Mon Dec 06 23:33:48 +0000 2021","0","0","a","n"
"1468000616194531330","b'Just got mine this morning. 3rd Moderna shot. My arm is sore. https://t.co/m1zadm3XDN'","Mon Dec 06 23:33:15 +0000 2021","0","4","e","n"
"1468000586914320393","b'Moderna Patent Uncovers Horror: Nanocensor Contained in Bioweapon https://t.co/jvEyhjAhln'","Mon Dec 06 23:33:08 +0000 2021","0","0","c","n"
"1468000387793752066","b'i\xe2\x80\x99m all moderna baby \xf0\x9f\x98\x8f\xf0\x9f\x98\x97'","Mon Dec 06 23:32:21 +0000 2021","0","0","e","p"
"1468000263172677639","b'.@PremierofNL @Johnrockdoc\nThis didn't age well @CMOH_NL\nYou look even worse now that NACI says no more Moderna for 12-29yo. Next time you're told to repeat the lie, think about what you're doing. You've caused enough harm.\nhttps://t.co/jBL0N8j5dt\nhttps://t.co/J48Bb0EgoO'","Mon Dec 06 23:31:51 +0000 2021","0","0","o","n"
"1467999986856169473","b'Mixing Pfizer, AstraZ COVID-19 shots with Moderna gives better immune response -UK study https://t.co/ytfUwGiqJa'","Mon Dec 06 23:30:45 +0000 2021","0","0","a","nu"
"1467999858749546498","b'This is disturbing, a chicken that was injected with the Moderna vaccine \xf0\x9f\x92\x89 https://t.co/ZeQGGPYFfs'","Mon Dec 06 23:30:15 +0000 2021","0","0","c","n"
"1467999623084011520","b'Just saw a car with license plate saying MODERNA. \xf0\x9f\xa4\xa3. Tell me you're a robot sheep, without telling me you're a robot sheep \xf0\x9f\xa4\x96 \xf0\x9f\x90\x91.\n\nPop quiz!\n\nWas this driver wearing a face mask \xf0\x9f\x98\xb7? Yes or no'","Mon Dec 06 23:29:18 +0000 2021","0","6","o","n"
"1467999471095230466","b'Had Moderna Booster this evening, big relief. Strange, but can now hear @BillGates in my inner ear... which is nice...'","Mon Dec 06 23:28:42 +0000 2021","0","0","e","nu"
"1467999419295416321","b'2017 Moderna profile in Boston Globe/STAT News:\n\n\xe2\x80\x9cBut mRNA is a tricky technology. Several major pharmaceutical companies have tried and abandoned the idea, struggling to get mRNA into cells without triggering nasty side effects.\xe2\x80\x9d https://t.co/ekWLP2uGko'","Mon Dec 06 23:28:30 +0000 2021","1","9","a","nu"
"1467999207386718216","b'.@POTUS @BorisJohnson @JustinTrudeau @RegSprecher @Palazzo_Chigi @EmmanuelMacron @JPN_PMO @pfizer @moderna_tx @BioNTech_Group @AstraZeneca: We can\xe2\x80\x99t vaccinate the \xf0\x9f\x8c\x8d unless countries and companies come clean on vaccine data. We need transparency now! https://t.co/5aMVksxXA1'","Mon Dec 06 23:27:39 +0000 2021","0","0","o","n"
"1467999185001537536","b'A microbiologist explains how Moderna and Pfizer could rapidly adjust mRNA\xc2\xa0vaccines to protect against omicron variant https://t.co/jww89vruvq https://t.co/tCa0Th7pwK'","Mon Dec 06 23:27:34 +0000 2021","0","1","a","p"
"1467999170028089349","b'me, forgetting that I got Moderna\xe2\x80\x99d and flu-vaccinated in the same arm today: \xe2\x80\x9cwhat the hell is wrong with my arm?\xe2\x80\x9d'","Mon Dec 06 23:27:30 +0000 2021","0","26","e","p"
"1467999150910230531","b'Anyone who has had the booster (specifically Moderna), how did it hit you? I'm planning to get mine today - the second shot walloped me and I was laid out for over two days. Hoping it's not the same with the booster.'","Mon Dec 06 23:27:26 +0000 2021","1","55","e","nu"
"1467998888954982407","b'Biden is 100% wrong on the Covid vaccine patent waiver. Example: A company wanting to use Moderna's IP without license will spend tens of millions $$ on R&amp;D taking years to ramp up. But licensed from Moderna, it would substantially reduce the cost and slash development time!'","Mon Dec 06 23:26:23 +0000 2021","0","0","p","n"
"1467998829140185103","b'#Moderna Unable To Reclaim Above Trendline: What Does This Mean? $MRNA https://t.co/cVN7lNkv9q'","Mon Dec 06 23:26:09 +0000 2021","0","0","a","nu"
"1467998779764883461","b'The weird rash on my arm IS from my COVID booster. It's called Covid Arm!\n(It does not hurt, just itches)\n\n#CovidArm\n\nhttps://t.co/5Qg7IdWjLq.'","Mon Dec 06 23:25:57 +0000 2021","0","0","e","nu"
"1467998736995524612","b'MODERNA STRONG (says the girl who just got her Moderna booster). https://t.co/bnBQLJA6Ls'","Mon Dec 06 23:25:47 +0000 2021","0","0","e","p"
"1467998672877244424","b'Continuing Vaccine #Apartheid Could Herald 'Wave After Wave of #Variants'. While disastrous for the global poor, #Omicron\'s rise has been a major boon for top #investors in Pfizer and Moderna. https://t.co/SPDU3cQrEd'","Mon Dec 06 23:25:32 +0000 2021","0","0","a","n"
"1467998545030496258","b'Moderna Booster to my Pfizer 1&amp;2 in the arm. \nFeel great no after effects. \n#GetVaccinated'","Mon Dec 06 23:25:01 +0000 2021","0","0","e","p"
"1467998226699612160","b'damn they weren't kidding with the Moderna side effects'","Mon Dec 06 23:23:45 +0000 2021","0","0","e","n"
"1467997985611010048","b'Tacoma Twitter! If you need your booster shot, Lincoln Pharmacy has J&amp;J, Pfizer, and Moderna and works on walk in appointments.\nTook me ~10 to be in and done!'","Mon Dec 06 23:22:48 +0000 2021","31","92","e","nu"
